maintenance_id,full_date,maintenance_type,failure_type,is_unscheduled,mileage_at_event,parts_cost_myr,labour_hours,labour_cost_myr,total_cost_myr,downtime_hours,technician_count,warranty_covered,plate_number,model,brand,year_manufactured,engine_type,gross_weight_kg,fleet_segment,home_state,purchase_date,current_mileage_km,is_active,component_name,component_category,subsystem,expected_lifespan_km,unit_cost_myr,criticality_level,workshop_name,city,workshop_state,region,capacity_bays,is_authorised_scania,workshop_type,year,quarter,month,month_name,week,day_of_week,is_weekend,is_public_holiday
MNT-002559,2023-01-11,Corrective,Fatigue Failure,True,244463,2292.5,1.4,192.8,2485.3,16.0,4,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Leaf Springs,Suspension,Support,250000,1200,Medium,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2023,1,1,January,2,Wednesday,False,False
MNT-002560,2023-01-27,Scheduled PM,,False,274002,2332.7,10.7,932.25,3264.95,5.0,4,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Injectors,Fuel System,Injection,200000,2800,Critical,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2023,1,1,January,4,Friday,False,False
MNT-002561,2023-05-18,Emergency,Oil Contamination,True,295737,3561.56,5.7,578.26,4139.82,66.9,4,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2023,2,5,May,20,Thursday,False,False
MNT-002562,2024-01-26,Corrective,Crack,True,322065,119.04,7.2,808.63,927.67,12.0,4,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Air Filter,Engine,Air Intake,20000,85,High,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2024,1,1,January,4,Friday,False,False
MNT-002563,2024-06-14,Corrective,Puncture,True,346738,948.11,4.7,610.25,1558.36,10.9,3,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2024,2,6,June,24,Friday,False,False
MNT-002564,2024-07-19,Scheduled PM,,False,359325,431.43,2.4,238.41,669.84,3.4,1,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Battery,Electrical,Storage,24000,480,Medium,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2024,3,7,July,29,Friday,False,False
MNT-002565,2024-07-29,Emergency,Excessive Wear,True,380092,306.34,10.3,1478.86,1785.2,26.8,2,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Gearbox Oil,Transmission,Lubrication,60000,120,Medium,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2024,3,7,July,31,Monday,False,False
MNT-002566,2024-09-19,Corrective,Corrosion,True,402522,687.28,1.3,108.99,796.27,21.5,4,False,WB1307,MAN TGX 26.480,MAN,2020,Euro 6,44000,Heavy Haulage,Johor,2020-02-13,378267,True,Battery,Electrical,Storage,24000,480,Medium,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2024,3,9,September,38,Thursday,False,False
MNT-002567,2020-01-05,Scheduled PM,,False,66959,48.85,1.4,147.02,195.87,7.5,4,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Fuel Filter,Fuel System,Filtration,20000,65,High,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2020,1,1,January,1,Sunday,True,False
MNT-002568,2020-02-28,Scheduled PM,,False,78629,1000.41,4.0,459.13,1459.54,3.2,3,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2020,1,2,February,9,Friday,False,False
MNT-002569,2020-07-07,Scheduled PM,,False,97339,70.81,6.4,575.33,646.14,3.2,3,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Coolant Hoses,Cooling System,Fluid Transfer,60000,95,Medium,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2020,3,7,July,28,Tuesday,False,False
MNT-002570,2020-11-02,Emergency,Crack,True,107837,7644.46,9.4,1367.67,9012.13,30.1,1,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2020,4,11,November,45,Monday,False,False
MNT-002571,2021-03-21,Scheduled PM,,False,131755,1449.99,9.8,1385.5,2835.49,2.3,3,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Radiator,Cooling System,Heat Exchange,300000,1800,High,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2021,1,3,March,11,Sunday,True,False
MNT-002572,2021-04-07,Predictive,,False,154908,2078.06,1.4,189.78,2267.84,7.4,4,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Radiator,Cooling System,Heat Exchange,300000,1800,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2021,2,4,April,14,Wednesday,False,False
MNT-002573,2021-04-24,Emergency,Fatigue Failure,True,184742,1385.86,1.8,266.6,1652.46,36.4,2,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2021,2,4,April,16,Saturday,True,False
MNT-002574,2021-08-21,Emergency,Overheating,True,208483,1279.82,4.1,496.64,1776.46,56.3,1,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Water Pump,Cooling System,Circulation,150000,620,High,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2021,3,8,August,33,Saturday,True,False
MNT-002575,2022-04-04,Scheduled PM,,False,215613,663.51,11.9,1562.04,2225.55,7.8,3,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Water Pump,Cooling System,Circulation,150000,620,High,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2022,2,4,April,14,Monday,False,False
MNT-002576,2022-04-11,Scheduled PM,,False,225757,1158.95,9.9,1212.44,2371.39,3.9,1,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2022,2,4,April,15,Monday,False,False
MNT-002577,2022-06-04,Predictive,,False,232461,605.12,5.8,614.21,1219.33,20.8,1,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2022,2,6,June,22,Saturday,True,False
MNT-002578,2022-07-03,Scheduled PM,,False,240316,2129.97,2.7,305.24,2435.21,2.5,3,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2022,3,7,July,26,Sunday,True,False
MNT-002579,2022-10-05,Predictive,,False,256993,268.98,1.5,140.65,409.63,21.7,3,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2022,4,10,October,40,Wednesday,False,False
MNT-002580,2023-05-13,Scheduled PM,,False,272062,1578.37,0.9,92.21,1670.58,2.4,3,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Alternator,Electrical,Generation,200000,1400,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2023,2,5,May,19,Saturday,True,False
MNT-002581,2023-09-01,Scheduled PM,,False,301323,524.46,1.6,203.23,727.69,2.3,4,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Water Pump,Cooling System,Circulation,150000,620,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2023,3,9,September,35,Friday,False,False
MNT-002582,2023-09-25,Corrective,Oil Contamination,True,329520,2760.18,5.8,591.02,3351.2,18.8,4,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2023,3,9,September,39,Monday,False,False
MNT-002583,2024-02-21,Warranty Claim,,False,352816,351.91,11.9,1206.42,1558.33,10.1,2,True,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2024,1,2,February,8,Wednesday,False,False
MNT-002584,2024-03-11,Scheduled PM,,False,368997,210.41,10.4,1515.42,1725.83,5.6,2,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2024,1,3,March,11,Monday,False,False
MNT-002585,2024-04-28,Predictive,,False,377371,270.7,11.3,1445.39,1716.09,22.3,1,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2024,2,4,April,17,Sunday,True,False
MNT-002586,2024-08-26,Corrective,Corrosion,True,382936,857.86,4.9,728.9,1586.76,16.3,1,False,LC1341,Hino 700,Hino,2021,Euro 5,25000,Urban Delivery,Penang,2021-12-21,698151,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2024,3,8,August,35,Monday,False,False
MNT-002587,2020-01-08,Scheduled PM,,False,118673,51.82,2.0,209.24,261.06,2.8,4,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Engine Oil Filter,Engine,Lubrication,15000,45,High,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2020,1,1,January,2,Wednesday,False,False
MNT-002588,2020-02-25,Predictive,,False,145332,735.34,0.9,81.95,817.29,23.2,4,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Shock Absorbers,Suspension,Damping,100000,680,Medium,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2020,1,2,February,9,Tuesday,False,False
MNT-002589,2020-06-06,Scheduled PM,,False,165506,526.53,3.4,446.93,973.46,3.1,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2020,2,6,June,23,Saturday,True,False
MNT-002590,2020-08-13,Emergency,Failure to Start,True,192686,1765.73,8.7,809.44,2575.17,8.9,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Starter Motor,Electrical,Starting,150000,950,High,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2020,3,8,August,33,Thursday,False,False
MNT-002591,2020-08-18,Predictive,,False,210141,2812.56,11.4,1640.99,4453.55,12.0,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2020,3,8,August,34,Tuesday,False,False
MNT-002592,2020-10-19,Emergency,Hydraulic Failure,True,226892,551.3,3.5,483.78,1035.08,33.6,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2020,4,10,October,43,Monday,False,False
MNT-002593,2020-12-19,Emergency,Pressure Loss,True,255419,6837.55,7.5,963.61,7801.16,28.5,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2020,4,12,December,51,Saturday,True,False
MNT-002594,2021-02-24,Scheduled PM,,False,273268,3241.36,7.2,1065.91,4307.27,4.0,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2021,1,2,February,8,Wednesday,False,False
MNT-002595,2021-04-01,Scheduled PM,,False,282676,478.18,10.2,1051.07,1529.25,4.6,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2021,2,4,April,13,Thursday,False,False
MNT-002596,2021-05-10,Corrective,Noise,True,307774,169.54,4.9,641.71,811.25,12.5,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Gearbox Oil,Transmission,Lubrication,60000,120,Medium,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2021,2,5,May,19,Monday,False,False
MNT-002597,2021-09-22,Emergency,Contamination,True,332158,6906.6,2.0,218.34,7124.94,67.2,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2021,3,9,September,38,Wednesday,False,False
MNT-002598,2021-11-27,Predictive,,False,337456,335.14,10.5,1427.53,1762.67,15.1,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2021,4,11,November,47,Saturday,True,False
MNT-002599,2022-01-04,Scheduled PM,,False,361376,2420.82,10.9,1446.72,3867.54,2.5,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Injectors,Fuel System,Injection,200000,2800,Critical,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2022,1,1,January,1,Tuesday,False,False
MNT-002600,2022-02-01,Scheduled PM,,False,383449,1806.85,8.8,778.69,2585.54,3.5,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2022,1,2,February,5,Tuesday,False,False
MNT-002601,2022-07-01,Warranty Claim,,False,390854,1617.04,8.8,807.79,2424.83,9.8,1,True,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2022,3,7,July,26,Friday,False,False
MNT-002602,2022-07-08,Corrective,Blockage,True,414230,1115.59,3.2,470.38,1585.97,12.8,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Water Pump,Cooling System,Circulation,150000,620,High,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2022,3,7,July,27,Friday,False,False
MNT-002603,2022-09-05,Scheduled PM,,False,437724,743.65,6.0,788.87,1532.52,5.8,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2022,3,9,September,36,Monday,False,False
MNT-002604,2022-11-12,Scheduled PM,,False,459453,1792.12,0.6,64.54,1856.66,5.3,4,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,DPF Filter,Emissions,Filtration,200000,2200,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2022,4,11,November,45,Saturday,True,False
MNT-002605,2023-02-03,Scheduled PM,,False,469343,618.43,4.3,595.25,1213.68,6.1,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2023,1,2,February,5,Friday,False,False
MNT-002606,2023-03-02,Scheduled PM,,False,491563,1205.71,2.6,305.33,1511.04,7.3,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2023,1,3,March,9,Thursday,False,False
MNT-002607,2023-03-08,Predictive,,False,501617,1826.3,9.3,745.05,2571.35,14.5,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2023,1,3,March,10,Wednesday,False,False
MNT-002608,2023-04-03,Corrective,Excessive Wear,True,528948,2875.24,5.4,626.38,3501.62,18.5,4,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2023,2,4,April,14,Monday,False,False
MNT-002609,2023-04-24,Corrective,Corrosion,True,552024,1028.67,5.1,626.06,1654.73,10.5,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Shock Absorbers,Suspension,Damping,100000,680,Medium,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2023,2,4,April,17,Monday,False,False
MNT-002610,2023-06-09,Scheduled PM,,False,561826,303.79,10.1,1214.19,1517.98,4.8,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2023,2,6,June,23,Friday,False,False
MNT-002611,2023-08-20,Corrective,Excessive Wear,True,590062,2261.05,10.8,1225.05,3486.1,17.7,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2023,3,8,August,33,Sunday,True,False
MNT-002612,2023-11-24,Scheduled PM,,False,610048,332.53,6.1,786.91,1119.44,5.2,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2023,4,11,November,47,Friday,False,False
MNT-002613,2024-01-01,Scheduled PM,,False,620175,1962.16,11.7,1456.98,3419.14,4.3,4,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2024,1,1,January,1,Monday,False,True
MNT-002614,2024-04-01,Emergency,Crack,True,639081,5398.31,9.6,1206.09,6604.4,46.8,3,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Radiator,Cooling System,Heat Exchange,300000,1800,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2024,2,4,April,14,Monday,False,False
MNT-002615,2024-06-10,Corrective,Hydraulic Failure,True,665095,374.09,1.3,175.63,549.72,11.2,4,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2024,2,6,June,24,Monday,False,False
MNT-002616,2024-08-22,Scheduled PM,,False,693773,3228.97,7.4,820.23,4049.2,3.4,1,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2024,3,8,August,34,Thursday,False,False
MNT-002617,2024-08-30,Scheduled PM,,False,702385,2456.41,9.9,1302.32,3758.73,2.4,4,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2024,3,8,August,35,Friday,False,False
MNT-002618,2024-10-10,Scheduled PM,,False,712471,1111.01,7.1,933.99,2045.0,5.9,2,False,CL7560,Volvo FM,Volvo,2016,Euro 5,40000,Long Haul,Kuala Lumpur,2016-07-28,375346,True,Alternator,Electrical,Generation,200000,1400,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2024,4,10,October,41,Thursday,False,False
MNT-002619,2020-03-30,Corrective,Oil Leak,True,88523,3406.9,10.1,811.54,4218.44,10.7,4,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2020,1,3,March,14,Monday,False,False
MNT-002620,2020-09-21,Scheduled PM,,False,104858,80.62,9.1,982.96,1063.58,2.6,3,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Air Filter,Engine,Air Intake,20000,85,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2020,3,9,September,39,Monday,False,False
MNT-002621,2021-01-27,Scheduled PM,,False,124191,994.91,10.8,1306.84,2301.75,2.2,4,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2021,1,1,January,4,Wednesday,False,False
MNT-002622,2022-01-19,Emergency,Voltage Drop,True,142137,2932.43,7.7,689.32,3621.75,55.5,3,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Alternator,Electrical,Generation,200000,1400,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2022,1,1,January,3,Wednesday,False,False
MNT-002623,2022-03-07,Corrective,Contamination,True,169511,3181.69,5.2,773.25,3954.94,18.8,2,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Injectors,Fuel System,Injection,200000,2800,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2022,1,3,March,10,Monday,False,False
MNT-002624,2022-05-26,Emergency,Excessive Emissions,True,195777,3222.79,4.6,651.76,3874.55,27.2,2,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,DPF Filter,Emissions,Filtration,200000,2200,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2022,2,5,May,21,Thursday,False,False
MNT-002625,2022-08-15,Corrective,Excessive Wear,True,206753,1881.04,1.5,177.65,2058.69,7.2,4,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Leaf Springs,Suspension,Support,250000,1200,Medium,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2022,3,8,August,33,Monday,False,False
MNT-002626,2023-01-01,Warranty Claim,,False,224710,2275.95,6.4,726.01,3001.96,9.8,1,True,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2023,1,1,January,52,Sunday,True,True
MNT-002627,2023-02-22,Scheduled PM,,False,248144,2415.28,4.4,499.99,2915.27,6.0,1,False,NC9355,Scania P360,Scania,2020,Euro 5,32000,Regional,Sarawak,2020-03-03,418154,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2023,1,2,February,8,Wednesday,False,False
